char_name,category,subcategory,parent_command,move_name,command,hit_damage,block_damage,fblock_damage,block_type,startup,active,recovery,cancel,hit_advantage,block_advantage,fblock_advantage,properties,notes
Geras,Basic Attacks,Aerial Attacks,U+F+1,Stay Put,"U+F+1,2,1+3",110.00,3.000,,Overhead,11,2,34,,15,-22,-22,,
Geras,Basic Attacks,Aerial Attacks,U+F+1,Erecting A Statue,"U+F+1,2,B1+3",110.00,,,,12,,135,,-135,,,,
Geras,Basic Attacks,Aerial Attacks,,Time's Up,U+F+2,50.00,7.500,,Mid,10,4,37,,6,-22,-22,,
Geras,Basic Attacks,Aerial Attacks,U+F+2,Gut Check,"U+F+2,1",70.00,10.500,,Overhead,12,4,38,47,39,-28,-28,,
Geras,Basic Attacks,Aerial Attacks,U+F+2,Atomic Driver,"U+F+2,1,1+3",50.00,3.000,,Overhead,13,2,31,,21,-19,-19,,
Geras,Basic Attacks,Aerial Attacks,U+F+2,To The Stone Age,"U+F+2,1,B1+3",90.00,,,,14,,105,,-105,,,,
Geras,Basic Attacks,Aerial Attacks,,Body Splash,D+2,50.00,7.500,,Mid,10,7,19,,16,-12,-12,,
Geras,Basic Attacks,Aerial Attacks,,Kicking Up Dust,U+F+3 or U+F+4,70.00,10.500,,Mid,10,7,37,,24,-22,-22,,
Geras,Basic Attacks,Throws,,Shove,F+THROW or F+1+3,20.00,,,Throw,10,2,33,,0,,,,"• Performed when Kameo is unavailable
• See Kameo Moves for Toward Throw featuring Kameo"
Geras,Basic Attacks,Throws,,Outside Help,THROW or 1+3,110.00,,,Throw,10,2,33,,7,,,,
Geras,Basic Attacks,Breakers,,Kombo Breaker,F+EX,,,,,,,,,,,,,"• Costs 3 bars of Super Meter
• Kameo must be available"
Geras,Basic Attacks,Taunts,,Taunts,DDDD,,,,,,,,,,,,,
Geras,Special Moves,Special Moves,,Time Stop,BF1,92.00,12.500,,Mid,16,5,34,,19,-17,-17,,• Swaps sides
Geras,Special Moves,Special Moves,BF1,Time Drop,Hold B,70.00,18.750,,Mid,54,11,78,,10,-67,-67,,• Remain on same side
Geras,Special Moves,Special Moves,BF1,Enhanced World Stop,BF1+EX,50.00,16.250,,Mid,16,5,34,,162,-17,-17,,"• Costs 1 bar of Super Meter
• Momentarily stops time for victim"
Geras,Special Moves,Special Moves,,History Lesson,DF2,120.00,,,Throw,17,5,42,,15,,,,• Deals increased damage when throwing the opponent out of the Corner
Geras,Special Moves,Special Moves,DF2,Enhanced History Lesson,DF2+EX,150.00,,,Throw,17,5,18,,24,,,,"• Costs 1 bar of Super Meter
• Deals increased damage when throwing the opponent out of the Corner"
Geras,Special Moves,Special Moves,,Follow-Up Exam,DB2,120.00,,,Throw,17,5,42,,15,,,,• Deals increased damage when throwing the opponent out of the Corner
Geras,Special Moves,Special Moves,DB2,Enhanced Follow-Up Exam,DB2+EX,150.00,,,Throw,17,5,18,,24,,,,"• Costs 1 bar of Super Meter
• Deals increased damage when throwing the opponent out of the Corner"
Geras,Special Moves,Special Moves,,Redo,BF3,,,,,1,,65,,,,,,"• Marks spot as Geras' Anchor
• After a duration or being hit, Geras teleports back to Anchor"
Geras,Special Moves,Special Moves,BF3,Double Time,BF3+EX,,,,,1,,35,,,,,,"• Costs 2 bars of Super Meter
• Geras' Clone will mimic inputs during the Time Stop"
Geras,Special Moves,Special Moves,,Countdown,DB3,,,,,1,,70,,,,,,"• Increases Countdown Charges by 1 (MAX 3)
• Changes to Inevitable when at 3 Charges"
Geras,Special Moves,Special Moves,DB3,Enhanced Countdown,DB3+EX,,,,,1,,70,,,,,,"• Costs 1 bar of Super Meter
• Increases Countdown Charges by 3"
Geras,Special Moves,Special Moves,,Inevitable,DB3,20.00,12.500,,Mid,21,5,39,,161,-22,-22,,"• Can only be done with 3 Charges of Countdown
• Swaps sides"
Geras,Special Moves,Special Moves,DB3,Behold The End,Hold B,,,,,,,,,,,,,• Remain on same side
Geras,Special Moves,Special Moves,,Fixed Point,DB3+EX,0.00,0.000,,Mid,14,9,33,,14,-20,-20,,"• Costs 1 bar of Super Meter
• Can only be done with 3 Charges of Countdown
• Geras resets back to where he was 3 seconds ago with his previous health value"
Geras,Special Moves,Special Moves,DB3+EX,(Air) Fixed Point,DB3+EX,0.00,0.000,,Mid,14,9,33,,14,-20,-20,,"• Costs 1 bar of Super Meter
• Can only be done with 3 Charges of Countdown
• Geras resets back to where he was 3 seconds ago with his previous health value"
Geras,Special Moves,Special Moves,,Denial,DB4,70.00,18.750,,Mid,14,9,33,,14,-20,-20,,
Geras,Special Moves,Special Moves,DB4,Enhanced Denial,DB4+EX,110.00,23.750,,Mid,14,9,33,,14,-20,-20,Armor,"• Costs 1 bar of Super Meter
• Has Armor"
Geras,Special Moves,Special Moves,,Sandstorm,DF4,50.00,16.250,,Mid,28,5,43,,24,-27,-27,,• Launches opponent away from the center of the Sandstorm
Geras,Special Moves,Special Moves,DF4,(Close) Sandstorm,"DF4, Hold B",50.00,16.250,,Mid,28,5,43,,24,-27,-27,,• Launches opponent away from the center of the Sandstorm
Geras,Special Moves,Special Moves,DF4,(Far) Sandstorm,"DF4, Hold F",50.00,16.250,,Mid,28,5,43,,24,-27,-27,,• Launches opponent away from the center of the Sandstorm
Geras,Special Moves,Special Moves,DF4,Enhanced Sandstorm,DF4+EX,50.00,16.250,,Mid,163,5,,,149,108,108,,"• Costs 1 bar of Super Meter
• Increases Countdown Charges by 1
• Launches opponent away from the center of the Sandstorm"
Geras,Special Moves,Special Moves,DF4,(Close) Enhanced Sandstorm,"DF4+EX, Hold B",50.00,16.250,,Mid,163,5,,,149,108,108,,"• Costs 1 bar of Super Meter
• Increases Countdown Charges by 1
• Launches opponent away from the center of the Sandstorm"
Geras,Special Moves,Special Moves,DF4,(Far) Enhanced Sandstorm,"DF4+EX, Hold F",50.00,16.250,,Mid,163,5,,,149,108,108,,"• Costs 1 bar of Super Meter
• Increases Countdown Charges by 1
• Launches opponent away from the center of the Sandstorm"
Geras,Special Moves,Fatal Blow,,Colliding Worlds,SS+EX,350.00,17.500,,Mid,26,3,66,,17,-27,-37,Armor,"• Must be at 30% health or less
• Kameo must be available
• Press Basic Attack buttons during hits to influence damage (with Fatal Blow Damage Boost ON in Tournament Settings)"
Geras,Finishers,Fatalities,,(Mid) Sand Storm,"FDD,4",,,,,,,,,,,,,
Geras,Finishers,Fatalities,"FDD,4",Easy Fatality,"Hold EX,3",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Geras,Finishers,Animality,,(Mid) Hippo-Kritical,BFDF,,,,,,,,,,,,,
Geras,Finishers,Animality,BFDF,Easy Fatality,"Hold EX,2",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Geras,Finishers,Brutalities,,The Klassic,D+2,,,,,,,,,,,,,"• Hold 2 During Hit
• Final Hit Must Be From D+2"
Ghostface,Basic Attacks,Normal Attacks,,Craven Knockout,1,20.00,3.000,,High,7,2,19,18,17,1,1,,
Ghostface,Basic Attacks,Normal Attacks,1,Slasher Flick,"1,2",30.00,4.500,,Mid,11,2,22,22,16,-2,-2,,
Ghostface,Basic Attacks,Normal Attacks,1,"Surprise, Sidney","1,2,2",70.00,10.500,,Mid,12,6,31,,31,-5,-5,,
Ghostface,Basic Attacks,Normal Attacks,1,Scene Stealer,"1,2,3",70.00,10.500,,Low,23,2,20,,24,0,0,,
Ghostface,Basic Attacks,Normal Attacks,,Underhanded,D+1,20.00,3.000,,Mid,7,2,23,19,13,-8,-8,,
Ghostface,Basic Attacks,Normal Attacks,,Rough Cut,2,30.00,4.500,,High,9,2,25,19,17,-5,-5,,
Ghostface,Basic Attacks,Normal Attacks,2,Director's Cut,"2,2",30.00,4.500,,Mid,16,2,20,24,21,0,0,,
Ghostface,Basic Attacks,Normal Attacks,2,Final Cut,"2,2,2",50.00,7.500,,Mid,26,3,26,38,30,-7,-7,,
Ghostface,Basic Attacks,Normal Attacks,2,Collarboned,"2,2,1+3",50.00,7.500,,High,22,2,24,,49,-4,-4,,• Advantage on Hit allows for Jump Attack follow-up
Ghostface,Basic Attacks,Normal Attacks,,Stab: The Requel,B+2,50.00,7.500,,Overhead,20,2,27,33,11,-7,-7,,
Ghostface,Basic Attacks,Normal Attacks,,Suspicious Love Interest,F+2,50.00,7.500,,Mid,18,3,23,27,10,-4,-4,,
Ghostface,Basic Attacks,Normal Attacks,F+2,Jilted Lover,"F+2,1",30.00,4.500,,Mid,17,3,25,28,13,-6,-6,,
Ghostface,Basic Attacks,Normal Attacks,F+2,Your Bloody Valentine,"F+2,1,2",70.00,10.500,,Mid,20,4,35,,35,-7,-7,,
Ghostface,Basic Attacks,Normal Attacks,,Cut Up,D+2,140.00,21.000,,High,10,3,43,,25,-4,-14,,"• On Kounter or Punish Hit, can be Jump Canceled with U+EX or U+F+EX for 2 bars of Super Meter
• Has Armor when Jump Canceled, and pulls in victim while disabling their Kombo Breaker and Kameos"
Ghostface,Basic Attacks,Normal Attacks,,Gale Force Boot,3,50.00,7.500,,High,14,2,27,27,15,3,3,,
Ghostface,Basic Attacks,Normal Attacks,,Weary Slice,B+3,50.00,7.500,,Mid,13,3,26,27,15,-7,-7,,
Ghostface,Basic Attacks,Normal Attacks,B+3,Killer Dropkick,"B+3,4",70.00,10.500,,Low,13,5,34,,7,-7,-7,,
Ghostface,Basic Attacks,Normal Attacks,,Shin Spike,D+3,20.00,3.000,,Low,9,2,23,22,13,-8,-8,,
Ghostface,Basic Attacks,Normal Attacks,,Stab: The Requel,4,50.00,7.500,,High,12,3,24,21,13,-5,-5,,
Ghostface,Basic Attacks,Normal Attacks,4,Stab: The Sequel,"4,4",30.00,4.500,,Mid,18,3,22,29,13,-3,-3,,
Ghostface,Basic Attacks,Normal Attacks,4,Stab Trilogy,"4,4,4",70.00,10.500,,Mid,18,3,24,23,31,-5,-5,,
Ghostface,Basic Attacks,Normal Attacks,,Killer Dropkick,B+4,70.00,10.500,,Low,13,5,34,,7,-7,-7,,
Ghostface,Basic Attacks,Normal Attacks,,Collarboned,F+4,50.00,7.500,,High,22,2,24,,49,-4,-4,,• Advantage on Hit allows for Jump Attack follow-up
Ghostface,Basic Attacks,Normal Attacks,,Shin Slice,D+4,30.00,4.500,,Low,11,2,30,26,11,-10,-10,,
Ghostface,Basic Attacks,Black Dragon Enforcer,,Korba Strike,2,30.00,4.500,,High,6,2,25,17,17,-5,-5,,
Ghostface,Basic Attacks,Black Dragon Enforcer,2,Knife Hammer Strike,"2,1",30.00,4.500,,Overhead,22,3,42,34,3,-23,-23,,
Ghostface,Basic Attacks,Black Dragon Enforcer,2,The Foot Sword,"2,1,4",70.00,10.500,,Low,16,3,37,,33,-8,-8,,
Ghostface,Basic Attacks,Black Dragon Assassin,,Circling Teeth,B+2,49.00,7.500,,Overhead,18,14,25,44,13,-7,-7,,
Ghostface,Basic Attacks,Black Dragon Assassin,B+2,Rising Dragon Teeth,"B+2,1,1",58.50,9.000,,Mid,18,13,36,33,29,-6,-6,,
Ghostface,Basic Attacks,Aerial Attacks,,Jump Scare,U+F+1,50.00,7.500,,Mid,9,3,39,14,4,-16,-16,,
Ghostface,Basic Attacks,Aerial Attacks,U+F+1,Leaping Slash,"U+F+1,2",27.00,4.000,,Overhead,13,4,33,43,39,-15,-15,,
Ghostface,Basic Attacks,Aerial Attacks,,Raising Stakes,U+F+2,50.00,7.500,,Mid,11,3,39,17,4,-16,-16,,
Ghostface,Basic Attacks,Aerial Attacks,U+F+2,Stake Driver,"U+F+2,2",27.00,4.000,,Overhead,13,4,34,44,43,-16,-16,,• Advantage on Hit allows for Jump Attack follow-up
Ghostface,Basic Attacks,Aerial Attacks,,Worst Feet Forward,U+F+3 or U+F+4,70.00,10.500,,Mid,10,8,39,30,22,-16,-16,,
Ghostface,Basic Attacks,Throws,,Shove,F+THROW or F+1+3,20.00,,,Throw,10,2,33,,0,,,,"• Performed when Kameo is unavailable
• See Kameo Moves for Toward Throw featuring Kameo"
Ghostface,Basic Attacks,Throws,,Liver Alone!,THROW or 1+3,110.00,,,,10,2,33,,15,,,,
Ghostface,Basic Attacks,Throws,THROW or 1+3,Ghost Face Killer Swap,Hold SS or THROW,,,,,,,,,,,,,"• Costs 1 bar of Super Meter
• Swaps to alternate Ghost Face Killer for a duration or till getting hit"
Ghostface,Basic Attacks,Breakers,,Kombo Breaker,F+EX,,,,,,,,,,,,,"• Costs 3 bars of Super Meter
• Kameo must be available"
Ghostface,Basic Attacks,Taunts,,Taunts,DDDD,,,,,,,,,,,,,
Ghostface,Special Moves,Special Moves,,Father Death,BDF1,110.00,,,Throw,12,3,41,,15,,,,"• Original Ghost Face Killer only
• Can be used during Psychotic Rush
• On Hit, hold B to switch sides"
Ghostface,Special Moves,Special Moves,BDF1,Enhanced Father Death,BDF1+EX,135.00,,,Throw,12,3,41,,15,,,,"• Original Ghost Face Killer only
• Costs 1 bar of Super Meter
• Can be used during Psychotic Rush
• On Hit, hold B to switch sides"
Ghostface,Special Moves,Special Moves,,Backstage Pass,DB3,40.00,15.000,,High,47,3,40,72,2,-21,-21,,"• Cancelable on Hit into Basic Attacks and Special Moves
• Hold B during Start-Up to reappear from the same side
• Hold 3 during Start-Up to withhold attack
• Hold SS or THROW during Start-Up to swap Ghost Face Killers (Costs 1 bar of Super Meter)"
Ghostface,Special Moves,Special Moves,DB3,Enhanced Backstage Pass,DB3+EX,80.00,30.000,,Mid,17,37,40,83,2,-21,-21,,"• Costs 1 bar of Super Meter
• Cancelable on Hit into Basic Attacks and Special Moves
• Hold B during Start-Up to reappear from the same side
• Hold 3 during Start-Up to withhold attack
• Hold SS or THROW during Start-Up to swap Ghost Face Killers"
Ghostface,Special Moves,Special Moves,DB3,Backstage Getaway,Hold B During Start-Up,40.00,15.000,,High,58,3,40,49,2,-21,-21,,"• Remains on same side
• Can be used along with Backstage Fakeout and Ghost Face Killer Swaps"
Ghostface,Special Moves,Special Moves,DB3,Backstage Fakeout,Hold 3 During Start-Up,,,,,35,,40,,,,,,"• Withholds attack
• Can be used along with Backstage Fakeout and Ghost Face Killer Swaps"
Ghostface,Special Moves,Special Moves,DB3,Ghost Face Killer Swap,Hold SS or THROW During Start-Up,,,,,,,,,,,,,"• Costs 1 bar of Super Meter (Does not cost extra during Enhanced Backstage Pass)
• Swaps to alternate Ghost Face Killer for a duration or till getting hit"
Ghostface,Special Moves,Special Moves,,Psychotic Rush,DF3,,,,,1,,225,188,,,,,"• Original Ghost Face Killer only
• Can be canceled into Father Death and Backstage Pass"
Ghostface,Special Moves,Special Moves,DF3,Enhanced Psychotic Rush,DF3+EX,,,,,1,,225,188,,,,,"• Original Ghost Face Killer only
• Costs 1 bar of Super Meter
• Can be canceled into Father Death and Backstage Pass"
Ghostface,Special Moves,Special Moves,DF3,Rushing Stab,1 During Rush,120.00,13.750,,Mid,9,5,52,,15,-25,-25,,
Ghostface,Special Moves,Special Moves,DF3,Enhanced Rushing Stab,1 During Enhanced Rush,160.00,13.750,,Mid,9,5,52,,15,-25,-25,,
Ghostface,Special Moves,Special Moves,DF3,Rushing Pounce,2 During Rush,90.00,13.750,,Overhead,23,3,34,,15,-5,-5,,
Ghostface,Special Moves,Special Moves,DF3,Enhanced Rushing Pounce,2 During Enhanced Rush,180.00,13.750,,Overhead,23,3,34,,15,-5,-5,,
Ghostface,Special Moves,Special Moves,DF3,Halt Psychotic Rush,3 During Rush,,,,,1,,35,,,,,,
Ghostface,Special Moves,Special Moves,DF3,Psychotic Dive,4 During Rush,60.00,17.500,,Mid,6,3,120,96,-74,-101,-101,,"• Leaves Ghost Face prone
• Lying prone ends upon taking damage, hitting foe with Prone Stab, or a moment of inactivity"
Ghostface,Special Moves,Special Moves,DF3,Enhanced Psychotic Dive,4+EX During Rush,90.00,21.250,,Mid,6,3,120,96,-77,-91,-91,Armor,"• Costs 1 bar of Super Meter
• Has Armor
• Leaves Ghost Face prone
• Lying prone ends upon taking damage, hitting foe with Prone Stab, or a moment of inactivity"
Ghostface,Special Moves,Special Moves,,Always Outnumbered,DB4,60.00,17.500,,Mid,44,3,24,,21,-5,-5,,"• Hold 4 to delay Swipe attack
• Hold 2 during Start-Up for Outnumbered Upper
• Hold SS or THROW during Start-Up to swap Ghost Face Killers (costs 1 bar of Super Meter)
• Ineffective against opponents close to Corners"
Ghostface,Special Moves,Special Moves,DB4,Always Outnumbered Upper,Hold 2 During Start-Up,60.00,17.500,,High,43,3,21,,65,-1,-1,,• Advantage on Hit allows for Jump Attack follow-up
Ghostface,Special Moves,Special Moves,DB4,Always Outnumbered Delay,Hold 4 During Start-Up,,,,,1,,139,,,,,,"• Release 4 for Outnumbered Swipe
• Press 2 for Outnumbered Upper
• Hold SS or THROW during Start-Up to swap Ghost Face Killers (costs 1 Bar of Super Meter)"
Ghostface,Special Moves,Special Moves,DB4,Cancel Always Outnumbered,"Hold 4,1 During Start-Up",,,,,1,,139,,,,,,
Ghostface,Special Moves,Special Moves,DB4,Ghost Face Killer Swap,Hold SS or THROW During Start-Up,,,,,,,,,,,,,"• Costs 1 bar of Super Meter
• Swaps to alternate Ghost Face Killer for a duration or till getting hit"
Ghostface,Special Moves,Special Moves,DB4,Enhanced Always Outnumbered,DB4+EX,140.00,,,Throw,36,3,23,,15,,,,"• Costs 2 bars of Super Meter
• Hold SS or THROW during Start-Up to swap Ghost Face Killers"
Ghostface,Special Moves,Special Moves,,Psychotic Dive,DF4,60.00,17.500,,Mid,13,3,120,103,-74,-101,-101,,"• Original Ghost Face Killer only
• Leaves Ghost Face prone
• Lying prone ends upon taking damage, hitting foe with Prone Stab, or a moment of inactivity"
Ghostface,Special Moves,Special Moves,DF4,Enhanced Psychotic Dive,DF4+EX,90.00,17.500,,Mid,13,3,120,103,-77,-91,-91,Armor,"• Original Ghost Face Killer only
• Costs 1 bar of Super Meter
• Has Armor
• Leaves Ghost Face prone
• Lying prone ends upon taking damage, hitting foe with Prone Stab, or a moment of inactivity"
Ghostface,Special Moves,Special Moves,DF4,Prone Sweep,1 While Prone,60.00,17.500,,Low,10,3,136,116,-66,-107,-107,,
Ghostface,Special Moves,Special Moves,DF4,Prone Stab,2 While Prone,80.00,,,Throw,24,2,166,154,45,,,,"• On Hit, Ghost Face regains footing from prone position"
Ghostface,Special Moves,Special Moves,DF4,Enhanced Prone Stab,Hold 2+EX While Prone,20.00,,,Throw,24,2,166,154,130,,,,"• Costs 2 bars of Super Meter
• On Hit, Ghost Face regains footing from prone position"
Ghostface,Special Moves,Special Moves,DF4,Psychotic Crawl,3 While Prone,,,,,1,,165,128,,,,,• Can be canceled into Prone Sweep and Prone Stab
Ghostface,Special Moves,Special Moves,DF4,Regain Footing,4 While Prone,,,,,1,,35,,,,,,• Rises from prone position
Ghostface,Special Moves,Black Dragon Enforcer,,Ghost Face Killer Swap,Hold THROW During Certain Moves,,,,,,,,,,,,,"• Costs 1 bar of Super Meter (Does not cost extra during Enhanced Backstage Pass or Enhanced Always Outnumbered)
• Swaps to alternate Ghost Face Killer for a duration or till getting hit
• Enables use of unique Basic Attacks & Special Moves
• Cannot perform Father Death, Psychotic Rush, or Psychotic Dive Special Moves"
Ghostface,Special Moves,Black Dragon Enforcer,,Horrorshow Act One,DF1,20.00,12.500,,Mid,19,2,37,29,-6,-7,-7,,
Ghostface,Special Moves,Black Dragon Enforcer,DF1,Enhanced Horrorshow Act One,DF1+EX,20.00,12.500,,Mid,12,2,37,29,-6,-7,-7,Armor,"• Costs 1 bar of Super Meter
• Has Armor"
Ghostface,Special Moves,Black Dragon Enforcer,DF1,Horrorshow Act Two,U or D+1,20.00,12.500,,Mid,19,2,37,29,2,-7,-7,,
Ghostface,Special Moves,Black Dragon Enforcer,DF1,Horrorshow Act Three,B+1,20.00,12.500,,Mid,27,2,27,,34,-7,-7,,
Ghostface,Special Moves,Black Dragon Enforcer,DF1,Enhanced Horrorshow Act Three,B+1+EX,20.00,12.500,,Mid,27,2,27,,48,-7,-7,,"• Costs 1 bar of Super Meter
• Advantage on Hit allows for Jump Attack follow-up"
Ghostface,Special Moves,Black Dragon Enforcer,,Black Dragon Smash,DF3,70.00,18.750,,Mid,12,13,31,,12,-15,-15,,
Ghostface,Special Moves,Black Dragon Enforcer,DF3,Enhanced Black Dragon Smash,DF3+EX,110.00,23.750,,Mid,12,13,31,,12,-5,-5,,• Costs 1 bar of Super Meter
Ghostface,Special Moves,Black Dragon Enforcer,,Windmill Kick,DF4,90.00,21.250,,Overhead,23,5,23,,31,-6,-6,,
Ghostface,Special Moves,Black Dragon Enforcer,DF4,Enhanced Flip Kick,DF4+EX,70.00,18.750,,High,17,4,49,48,5,-6,-6,,"• Costs 1 bar of Super Meter
• Cancelable on Hit into Jump Attacks"
Ghostface,Special Moves,Black Dragon Assassin,,Ghost Face Killer Swap,Hold SS During Certain Moves,,,,,,,,,,,,,"• Costs 1 bar of Super Meter (Does not cost extra during Enhanced Backstage Pass or Enhanced Always Outnumbered)
• Swaps to alternate Ghost Face Killer for a duration or till getting hit
• Enables use of unique Basic Attacks & Special Moves
• Cannot perform Father Death, Psychotic Rush, or Psychotic Dive Special Moves"
Ghostface,Special Moves,Black Dragon Assassin,,Knife Toss,DF1,70.00,18.750,,High,28,0,40,13,21,-19,-19,,
Ghostface,Special Moves,Black Dragon Assassin,DF1,Delay Knife Toss,Hold 1,70.00,18.750,,High,165,0,40,13,21,-19,-19,,• Cancelable into Advancing/Retreating Knife Toss Fakeout
Ghostface,Special Moves,Black Dragon Assassin,DF1,Advancing Knife Toss Fakeout,FF,,,,,1,,20,,,,,,
Ghostface,Special Moves,Black Dragon Assassin,DF1,Retreating Knife Toss Fakeout,BB,,,,,1,,22,,,,,,
Ghostface,Special Moves,Black Dragon Assassin,DF1,Enhanced Knife Toss,EX During Delay Knife Toss,126.00,37.500,,Mid,30,40,42,13,21,-19,-19,,"• Costs 1 bar of Super Meter
• Draws extra knife, hold 1 for Delay Knife Toss
• Can be performed repeatedly"
Ghostface,Special Moves,Black Dragon Assassin,,(Air) Knife Toss,DF1,70.00,18.750,,Mid,16,20,41,,25,-12,-12,,
Ghostface,Special Moves,Black Dragon Assassin,,Black Dragon Ball,DF3,70.00,18.750,,Mid,16,19,63,,22,-23,-23,,
Ghostface,Special Moves,Black Dragon Assassin,DF3,Enhanced Black Dragon Ball,DF3+EX,160.50,16.250,,Mid,16,19,18,,15,-23,-23,,• Costs 1 bar of Super Meter
Ghostface,Special Moves,Black Dragon Assassin,,Nightshade,DF4,50.00,16.250,,Mid,16,6,33,,2,-18,-18,,
Ghostface,Special Moves,Black Dragon Assassin,DF4,Enhanced Nightshade,DF4+EX,70.00,18.750,,Mid,16,6,33,,53,-18,-18,,• Costs 1 bar of Super Meter
Ghostface,Special Moves,Fatal Blow,,Flick Of The Wrist,SS+EX,350.00,17.500,,High,24,3,90,,15,-60,-60,Armor,"• Must be at 30% health or less
• Kameo must be available
• Press Basic Attack buttons during hits to influence damage (with Fatal Blow Damage Boost ON in Tournament Settings)"
Ghostface,Finishers,Fatalities,,(Close) Slashing The Fourth Wall,DFD3,,,,,,,,,,,,,
Ghostface,Finishers,Fatalities,DFD3,Easy Fatality,"Hold EX,3",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Ghostface,Finishers,Animality,,(Mid) Critically Endangered,BFD4,,,,,,,,,,,,,
Ghostface,Finishers,Animality,BFD4,Easy Fatality,"Hold EX,2",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Ghostface,Finishers,Brutalities,,The Klassic,D+2,,,,,,,,,,,,,"• Hold 2 During Hit
• Final Hit Must Be From D+2"
Havik,Basic Attacks,Normal Attacks,,Heavy Hook,1,20.00,3.000,,High,7,2,20,18,15,0,0,,
Havik,Basic Attacks,Normal Attacks,1,Cleric Of Chaos,"1,1",30.00,4.500,,Mid,15,2,27,27,7,3,3,,
Havik,Basic Attacks,Normal Attacks,1,Neck Snapper,"1,1,2",70.00,10.500,,Overhead,23,3,36,,14,3,-7,,
Havik,Basic Attacks,Normal Attacks,,Breaking Backhand,F+1,30.00,4.500,,High,11,2,19,20,17,1,1,,
Havik,Basic Attacks,Normal Attacks,F+1,Undead Warrior,"F+1,2",30.00,4.500,,Mid,11,4,23,25,17,-5,-5,,
Havik,Basic Attacks,Normal Attacks,F+1,Disrupting Order,"F+1,2,2",70.00,10.500,,Overhead,20,2,27,,49,3,3,,
Havik,Basic Attacks,Normal Attacks,F+1,Drop Dead,"F+1,3",70.00,10.500,,Low,20,4,40,,12,-6,-6,,
Havik,Basic Attacks,Normal Attacks,,Nasty Knuckles,D+1,20.00,3.000,,Mid,7,2,23,19,12,-8,-8,,
Havik,Basic Attacks,Normal Attacks,,Face Breaker,2,30.00,4.500,,High,10,3,22,20,13,-3,-3,,
Havik,Basic Attacks,Normal Attacks,2,Decaying Guard,"2,1",70.00,10.500,,Mid,20,2,24,,38,6,6,,
Havik,Basic Attacks,Normal Attacks,2,Flesh Wound,"2,2",97.50,15.000,,Overhead,20,32,34,28,18,-5,-5,,
Havik,Basic Attacks,Normal Attacks,,Chaos Lunge,B+2,50.00,7.500,,Mid,18,2,26,30,8,-6,-6,,
Havik,Basic Attacks,Normal Attacks,B+2,Gut Buster,"B+2,2",30.00,4.500,,Mid,16,3,23,24,11,-4,-4,,
Havik,Basic Attacks,Normal Attacks,B+2,Skab Stab,"B+2,2,1+3",105.00,,,Throw,19,2,37,,16,,,,
Havik,Basic Attacks,Normal Attacks,B+2,Destroying Balance,"B+2,2,4",70.00,10.500,,Low,19,2,25,,19,-5,-5,,
Havik,Basic Attacks,Normal Attacks,,Batters Up-percut,D+2,140.00,21.000,,High,10,3,45,,22,-6,-16,,"• On Kounter or Punish Hit, can be Jump Canceled with U+EX or U+F+EX for 2 bars of Super Meter
• Has Armor when Jump Canceled, and pulls in victim while disabling their Kombo Breaker and Kameos"
Havik,Basic Attacks,Normal Attacks,,Dislocated,3,50.00,7.500,,High,13,4,30,26,11,-2,-2,,
Havik,Basic Attacks,Normal Attacks,,Knee Breaker,D+3,20.00,3.000,,Low,10,3,19,24,16,-5,-5,,
Havik,Basic Attacks,Normal Attacks,,Chaos Kick,4,70.00,10.500,,High,16,2,26,,28,4,4,,
Havik,Basic Attacks,Normal Attacks,,Hyperextended,B+4,70.00,10.500,,Low,12,3,34,,9,-5,-5,,
Havik,Basic Attacks,Normal Attacks,,Sinister Stomp,F+4,50.00,7.500,,Low,15,2,26,26,9,-6,-6,,
Havik,Basic Attacks,Normal Attacks,F+4,No Order,"F+4,3",70.00,10.500,,Low,14,2,35,,9,-5,-5,,
Havik,Basic Attacks,Normal Attacks,,Corpse Dropkick,D+4,30.00,4.500,,Low,9,4,30,27,9,-12,-12,,
Havik,Basic Attacks,Aerial Attacks,,Harmful Hook,U+F+1,50.00,7.500,,Mid,7,3,38,,5,-23,-23,,
Havik,Basic Attacks,Aerial Attacks,U+F+1,Beaten and Broken,"U+F+1,2",27.00,4.050,,Mid,20,4,37,54,17,-27,-27,,
Havik,Basic Attacks,Aerial Attacks,U+F+1,Blissful Chaos,"U+F+1,2,3",90.00,13.500,,Mid,15,3,36,47,29,-25,-25,,
Havik,Basic Attacks,Aerial Attacks,,Snapped,U+F+2,50.00,7.500,,Mid,9,5,38,,5,-23,-23,,
Havik,Basic Attacks,Aerial Attacks,U+F+2,Self Inflicted,"U+F+2,1",27.00,4.050,,Mid,15,2,35,45,20,-23,-23,,
Havik,Basic Attacks,Aerial Attacks,U+F+2,Painless,"U+F+2,1,2",30.00,4.500,,Mid,12,3,33,41,42,-22,-22,,
Havik,Basic Attacks,Aerial Attacks,U+F+2,Crucial Strike,"U+F+2,4",81.00,12.150,,Mid,13,2,39,47,38,-27,-27,,
